Country,Subject Descriptor,Units,1990,1995,2000,2005,2010,2015
Estonia,General government revenue,National currency,,1.125,2.24,3.952,5.965,8.184
Estonia,General government revenue,Percent of GDP,,39.308,36.289,34.843,40.464,39.669
Estonia,General government total expenditure,National currency,,1.131,2.244,3.825,5.937,8.155
Estonia,General government total expenditure,Percent of GDP,,39.527,36.366,33.718,40.274,39.525
Estonia,General government net lending/borrowing,National currency,,-0.006,-0.005,0.128,0.028,0.03
Estonia,General government net lending/borrowing,Percent of GDP,,-0.219,-0.078,1.125,0.19,0.144
Estonia,General government structural balance,National currency,,,0.019,-0.041,0.149,0.281
Estonia,General government structural balance,Percent of potential GDP,,,0.31,-0.377,0.926,1.333
Estonia,General government primary net lending/borrowing,National currency,,0.006,--,0.108,0.006,0.018
Estonia,General government primary net lending/borrowing,Percent of GDP,,0.205,-0.003,0.95,0.039,0.089
Estonia,General government net debt,National currency,,,-0.017,-1.101,-1.239,-0.418
Estonia,General government net debt,Percent of GDP,,,-0.274,-9.706,-8.408,-2.025
Estonia,General government gross debt,National currency,,0.248,0.316,0.533,0.982,2.077
Estonia,General government gross debt,Percent of GDP,,8.659,5.114,4.7,6.661,10.069
Estonia,"Gross domestic product corresponding to fiscal year, current prices",National currency,,2.862,6.172,11.343,14.741,20.631
Estonia,Current account balance,U.S. dollars,,-0.158,-0.309,-1.226,0.349,0.406
Estonia,Current account balance,Percent of GDP,,-4.04,-5.41,-8.678,1.783,1.774
Eswatini,"Gross domestic product, constant prices",National currency,18.069,21.007,24.176,29.097,34.233,39.516
Eswatini,"Gross domestic product, constant prices",Percent change,9.859,4.826,1.76,5.999,3.794,2.203
Eswatini,"Gross domestic product, current prices",National currency,3.2,7.008,12.062,20.211,32.497,51.784
Eswatini,"Gross domestic product, current prices",U.S. dollars,1.237,1.932,1.739,3.177,4.438,4.061
Eswatini,"Gross domestic product, current prices",Purchasing power parity; international dollars,2.89,3.793,4.742,6.401,8.276,9.728
Eswatini,"Gross domestic product, deflator",Index,17.71,33.361,49.893,69.459,94.93,131.046
Eswatini,"Gross domestic product per capita, constant prices",National currency,"22,679.99","23,611.43","25,279.76","29,076.83","32,888.19","36,647.00"
Eswatini,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"5,262.34","5,478.45","5,865.55","6,746.57","7,630.90","8,503.04"
Eswatini,"Gross domestic product per capita, current prices",National currency,"4,016.74","7,877.01","12,612.78","20,196.47","31,220.70","48,024.53"
Eswatini,"Gross domestic product per capita, current prices",U.S. dollars,"1,552.21","2,171.72","1,818.67","3,174.59","4,263.91","3,765.92"
Eswatini,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"3,628.05","4,263.32","4,958.73","6,396.46","7,951.05","9,022.23"
Eswatini,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Eswatini,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.01,0.01,0.009,0.009,0.009,0.009
Eswatini,Implied PPP conversion rate,National currency per current international dollar,1.107,1.848,2.544,3.157,3.927,5.323
Eswatini,Total investment,Percent of GDP,37.323,27.698,23.54,17.352,14.482,12.516
Eswatini,Gross national savings,Percent of GDP,41.426,26.159,20.901,14.122,5.734,25.485
Eswatini,"Inflation, average consumer prices",Index,41.5,69.586,100,140.005,201.365,272.678
Eswatini,"Inflation, average consumer prices",Percent change,13.092,12.289,9.911,4.895,4.509,4.951
Eswatini,"Inflation, end of period consumer prices",Index,42.684,72.038,100,143.539,203.662,276.353
Eswatini,"Inflation, end of period consumer prices",Percent change,10.985,10.134,6.427,7.6,4.5,4.91
Eswatini,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Eswatini,Volume of imports of goods and services,Percent change,14.333,12.241,5.986,-5.564,12.683,2.662
Eswatini,Volume of Imports of goods,Percent change,8.596,12.241,5.986,-7.988,16.263,8.136
Eswatini,Volume of exports of goods and services,Percent change,2.035,5.053,23.913,-16.599,4.152,-0.987
Eswatini,Volume of exports of goods,Percent change,87.444,5.053,23.913,-18.215,4.371,-0.688
Eswatini,Unemployment rate,Percent of total labor force,,,,,,
Eswatini,Employment,Persons,,,,,,
Eswatini,Population,Persons,0.797,0.89,0.956,1.001,1.041,1.078
Eswatini,General government revenue,National currency,0.756,1.454,2.825,5.499,6.985,14.595
Eswatini,General government revenue,Percent of GDP,23.013,20.14,22.846,26.527,21.087,27.605
Eswatini,General government total expenditure,National currency,0.582,1.393,2.969,5.834,9.988,17.788
Eswatini,General government total expenditure,Percent of GDP,17.706,19.296,24.005,28.141,30.153,33.645
Eswatini,General government net lending/borrowing,National currency,0.174,0.061,-0.143,-0.334,-3.003,-3.193
Eswatini,General government net lending/borrowing,Percent of GDP,5.307,0.844,-1.158,-1.613,-9.066,-6.039
Eswatini,General government structural balance,National currency,,,,,,
Eswatini,General government structural balance,Percent of potential GDP,,,,,,
Eswatini,General government primary net lending/borrowing,National currency,0.195,0.092,-0.08,-0.133,-2.799,-2.833
Eswatini,General government primary net lending/borrowing,Percent of GDP,5.924,1.276,-0.648,-0.639,-8.451,-5.359
Eswatini,General government net debt,National currency,,,,1.532,1.666,5.691
Eswatini,General government net debt,Percent of GDP,,,,7.389,5.029,10.764
Eswatini,General government gross debt,National currency,,0.877,2.19,2.729,4.581,10.18
Eswatini,General government gross debt,Percent of GDP,,12.142,17.712,13.162,13.829,19.254
Eswatini,"Gross domestic product corresponding to fiscal year, current prices",National currency,3.287,7.221,12.366,20.73,33.123,52.871
Eswatini,Current account balance,U.S. dollars,0.051,-0.03,-0.046,-0.103,-0.388,0.527
Eswatini,Current account balance,Percent of GDP,4.103,-1.538,-2.639,-3.23,-8.748,12.969
Ethiopia,"Gross domestic product, constant prices",National currency,265.941,279.827,365.481,491.063,828.146,"1,342.04"
Ethiopia,"Gross domestic product, constant prices",Percent change,2.602,6.121,9.838,12.6,10.6,10.4
Ethiopia,"Gross domestic product, current prices",National currency,26.071,49.576,67.128,107.349,385.943,"1,297.96"
Ethiopia,"Gross domestic product, current prices",U.S. dollars,12.595,8.431,8.235,12.408,29.917,63.081
Ethiopia,"Gross domestic product, current prices",Purchasing power parity; international dollars,19.113,22.701,32.21,48.535,89.953,167.119
Ethiopia,"Gross domestic product, deflator",Index,9.803,17.717,18.367,21.861,46.603,96.716
Ethiopia,"Gross domestic product per capita, constant prices",National currency,"5,681.69","5,066.54","5,755.61","6,538.79","9,988.29","14,951.32"
Ethiopia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,765.065,682.232,775.02,880.479,"1,344.97","2,013.26"
Ethiopia,"Gross domestic product per capita, current prices",National currency,557,897.629,"1,057.14","1,429.42","4,654.87","14,460.31"
Ethiopia,"Gross domestic product per capita, current prices",U.S. dollars,269.082,152.658,129.678,165.218,360.829,702.767
Ethiopia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,408.348,411.017,507.238,646.269,"1,084.92","1,861.84"
Ethiopia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Ethiopia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.069,0.059,0.064,0.071,0.1,0.15
Ethiopia,Implied PPP conversion rate,National currency per current international dollar,1.364,2.184,2.084,2.212,4.291,7.767
Ethiopia,Total investment,Percent of GDP,13.81,12.352,20.217,22.384,25.524,39.417
Ethiopia,Gross national savings,Percent of GDP,7.151,13.486,15.433,18.167,23.473,31.335
Ethiopia,"Inflation, average consumer prices",Index,7.964,14.693,15.62,19.775,44.588,93.784
Ethiopia,"Inflation, average consumer prices",Percent change,5.206,13.354,0.662,11.656,8.134,9.569
Ethiopia,"Inflation, end of period consumer prices",Index,7.65,14.469,14.188,19.921,47.786,94.204
Ethiopia,"Inflation, end of period consumer prices",Percent change,5.005,14.835,-4.123,12.32,14.564,9.377
Ethiopia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Ethiopia,Volume of imports of goods and services,Percent change,-19.576,9.271,2.81,44.354,23.173,32.461
Ethiopia,Volume of Imports of goods,Percent change,0,9.271,2.81,44.354,23.173,32.461
Ethiopia,Volume of exports of goods and services,Percent change,44.265,12.404,13.9,24.88,23.583,-2.4
Ethiopia,Volume of exports of goods,Percent change,44.265,12.404,13.9,24.88,23.583,-2.4
Ethiopia,Unemployment rate,Percent of total labor force,,,,,,
Ethiopia,Employment,Persons,,,,,,
Ethiopia,Population,Persons,46.807,55.23,63.5,75.1,82.912,89.76
Ethiopia,General government revenue,National currency,3.544,7.045,11.222,20.147,66.237,199.609
Ethiopia,General government revenue,Percent of GDP,13.998,14.633,16.718,18.768,17.162,15.379
Ethiopia,General government total expenditure,National currency,5.281,8.372,17.184,24.572,71.335,224.881
Ethiopia,General government total expenditure,Percent of GDP,20.859,17.389,25.598,22.89,18.483,17.326
Ethiopia,General government net lending/borrowing,National currency,-1.737,-1.327,-5.961,-4.425,-5.097,-25.272
Ethiopia,General government net lending/borrowing,Percent of GDP,-6.861,-2.757,-8.88,-4.122,-1.321,-1.947
Ethiopia,General government structural balance,National currency,,,,,,
Ethiopia,General government structural balance,Percent of potential GDP,,,,,,
Ethiopia,General government primary net lending/borrowing,National currency,-1.509,-0.489,-4.839,-3.414,-3.51,-19.934
Ethiopia,General government primary net lending/borrowing,Percent of GDP,-5.962,-1.015,-7.209,-3.18,-0.909,-1.536
Ethiopia,General government net debt,National currency,,60.456,53.847,73.034,125.005,644.115
Ethiopia,General government net debt,Percent of GDP,,125.574,80.215,68.034,32.39,49.625
Ethiopia,General government gross debt,National currency,,70.568,62.854,83.989,152.865,706.811
Ethiopia,General government gross debt,Percent of GDP,,146.579,93.633,78.239,39.608,54.455
Ethiopia,"Gross domestic product corresponding to fiscal year, current prices",National currency,25.318,48.143,67.128,107.349,385.943,"1,297.96"
Ethiopia,Current account balance,U.S. dollars,-0.144,0.194,-0.202,-0.913,-1.202,-7.239
Ethiopia,Current account balance,Percent of GDP,-1.145,2.3,-2.452,-7.361,-4.018,-11.476
Fiji,"Gross domestic product, constant prices",National currency,5.51,6.293,6.967,7.683,7.958,9.58
Fiji,"Gross domestic product, constant prices",Percent change,5.802,2.6,-1.7,-1.3,3,4.502
Fiji,"Gross domestic product, current prices",National currency,2.145,3.002,3.883,5.508,6.526,9.822
Fiji,"Gross domestic product, current prices",U.S. dollars,1.448,2.134,1.824,3.257,3.402,4.682
Fiji,"Gross domestic product, current prices",Purchasing power parity; international dollars,3.377,4.354,5.237,6.476,7.372,10.782
Fiji,"Gross domestic product, deflator",Index,38.93,47.699,55.738,71.689,82.007,102.53
Fiji,"Gross domestic product per capita, constant prices",National currency,"7,452.88","8,181.97","8,733.98","9,301.64","9,368.77","11,018.01"
Fiji,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"8,494.02","9,324.97","9,954.09","10,601.05","10,677.56","12,557.20"
Fiji,"Gross domestic product per capita, current prices",National currency,"2,901.39","3,902.74","4,868.15","6,668.25","7,683.00","11,296.82"
Fiji,"Gross domestic product per capita, current prices",U.S. dollars,"1,959.19","2,775.12","2,286.99","3,943.27","4,004.67","5,385.52"
Fiji,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"4,568.55","5,661.18","6,564.99","7,841.09","8,679.44","12,400.56"
Fiji,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Fiji,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.012,0.011,0.01,0.009,0.008,0.01
Fiji,Implied PPP conversion rate,National currency per current international dollar,0.635,0.689,0.742,0.85,0.885,0.911
Fiji,Total investment,Percent of GDP,14.284,13.715,17.322,21.04,18.738,21.109
Fiji,Gross national savings,Percent of GDP,,,,,,
Fiji,"Inflation, average consumer prices",Index,46.317,56.062,65.097,74.949,93.212,108.458
Fiji,"Inflation, average consumer prices",Percent change,8.191,2.183,1.099,2.303,3.689,1.376
Fiji,"Inflation, end of period consumer prices",Index,,55.677,65.461,75.202,95.398,109.4
Fiji,"Inflation, end of period consumer prices",Percent change,,2.163,3,2.7,3.597,1.581
Fiji,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Fiji,Volume of imports of goods and services,Percent change,,,,,,
Fiji,Volume of Imports of goods,Percent change,,,,,,
Fiji,Volume of exports of goods and services,Percent change,,,,,,
Fiji,Volume of exports of goods,Percent change,,,,,,
Fiji,Unemployment rate,Percent of total labor force,8.172,6.895,5.512,7.3,7.1,5.5
Fiji,Employment,Persons,,,,,,
Fiji,Population,Persons,0.739,0.769,0.798,0.826,0.849,0.869
Fiji,General government revenue,National currency,,0.718,0.912,1.222,1.489,2.556
Fiji,General government revenue,Percent of GDP,,23.928,23.482,22.186,22.818,26.028
Fiji,General government total expenditure,National currency,,0.695,0.965,1.285,1.62,2.926
Fiji,General government total expenditure,Percent of GDP,,23.16,24.849,23.33,24.823,29.792
Fiji,General government net lending/borrowing,National currency,,0.023,-0.053,-0.063,-0.131,-0.37
Fiji,General government net lending/borrowing,Percent of GDP,,0.768,-1.367,-1.144,-2.005,-3.765
Fiji,General government structural balance,National currency,,,,,,
Fiji,General government structural balance,Percent of potential GDP,,,,,,
